customer_id,age,gender,location,marital_status,dependents,education_level,tenure_months,contract_type,payment_method,paperless_billing,monthly_charges,total_charges,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,data_usage_gb,call_duration_minutes,customer_service_calls,late_payments,payment_failures,contract_renewal_eligible,avg_monthly_download_gb,avg_monthly_upload_gb,customer_satisfaction_score,nps_score,last_interaction_days,churn
CUST-00046,52,Male,Rural,Married,0,Bachelor,69,Month-to-Month,Credit Card,Yes,40.49,2797.47,Yes,No,Fiber,No,Yes,Yes,Yes,Yes,No,87.66,778.14,0,0,1,No,96.3,27.07,5.0,-46.0,88,No
CUST-00047,48,Male,Suburban,Single,2,High School,29,Two Year,Credit Card,Yes,50.74,1483.48,Yes,Yes,Fiber,No,Yes,No,Yes,No,No,300.56,1420.76,2,2,0,Yes,277.2,30.69,4.0,-91.0,176,No
CUST-00048,48,Female,Rural,Married,5,Master,47,Month-to-Month,Electronic,No,67.56,3068.44,Yes,Yes,Fiber,No,No,Yes,No,Yes,No,352.8,1332.46,1,1,2,No,152.76,17.83,1.0,-66.0,26,No
CUST-00049,55,Male,Suburban,Married,5,PhD,25,Two Year,Bank Transfer,No,123.18,2993.39,No,No,DSL,No,No,No,No,No,No,197.38,0.0,3,2,0,Yes,59.1,14.17,3.0,-21.0,288,No
CUST-00050,39,Female,Urban,Single,1,Master,16,Month-to-Month,Bank Transfer,Yes,115.93,1805.76,Yes,No,DSL,No,No,Yes,No,Yes,Yes,19.59,1325.58,1,2,1,No,79.54,10.99,4.0,-95.0,327,No
CUST-00051,62,Male,Urban,Divorced,3,Master,41,One Year,Bank Transfer,Yes,140.31,5712.82,Yes,No,Fiber,Yes,No,No,No,Yes,No,454.35,521.14,4,1,1,Yes,128.29,20.95,3.0,26.0,304,No
CUST-00052,58,Male,Urban,Single,5,Bachelor,65,Two Year,Electronic,No,27.62,1872.29,Yes,Yes,Fiber,No,No,No,No,No,Yes,365.37,372.82,3,1,0,No,64.81,,4.0,-33.0,62,No
CUST-00053,26,Male,Suburban,Single,1,Master,69,Month-to-Month,Credit Card,Yes,21.5,1486.89,Yes,No,Fiber,Yes,No,No,No,No,Yes,135.83,1959.39,2,0,2,No,114.44,19.05,5.0,89.0,18,No
CUST-00054,69,Male,Urban,Single,0,High School,20,One Year,Mailed Check,Yes,110.89,2149.48,Yes,No,Fiber,No,No,No,No,Yes,No,,186.06,1,0,0,Yes,172.58,26.94,3.0,-92.0,277,No
CUST-00055,26,Female,Suburban,Married,0,Master,69,Two Year,Bank Transfer,Yes,56.31,3794.33,Yes,Yes,Fiber,No,Yes,Yes,No,Yes,Yes,13.9,988.7,0,0,1,No,286.53,70.85,3.0,56.0,345,Yes
CUST-00056,32,Male,Suburban,Married,0,Bachelor,36,Two Year,Electronic,No,63.43,2257.0,Yes,No,Fiber,No,No,Yes,No,Yes,Yes,169.64,907.65,6,0,1,No,,35.39,5.0,-30.0,66,No
CUST-00057,30,Female,Urban,Married,3,High School,58,One Year,Electronic,Yes,91.08,5348.0,Yes,No,DSL,Yes,Yes,No,No,No,Yes,261.27,784.04,5,1,0,Yes,79.48,23.13,3.0,,237,No
CUST-00058,39,Female,Urban,Married,2,Bachelor,48,One Year,Credit Card,Yes,33.31,1589.47,Yes,No,Fiber,Yes,No,No,Yes,No,Yes,258.61,1585.77,1,1,0,No,156.93,38.43,1.0,-57.0,136,No
CUST-00059,33,Male,Urban,Single,3,Bachelor,2,Two Year,Credit Card,Yes,103.55,204.87,Yes,No,Fiber,No,Yes,Yes,No,No,No,,1516.17,2,0,0,No,61.7,14.74,2.0,-37.0,162,Yes
CUST-00060,49,Female,Suburban,Single,3,Bachelor,29,Two Year,Bank Transfer,Yes,62.27,1817.49,Yes,Yes,Fiber,Yes,No,No,No,Yes,No,388.37,1819.93,3,1,0,Yes,175.88,42.01,5.0,-34.0,326,No
CUST-00061,19,Male,Suburban,Single,2,High School,16,Two Year,Mailed Check,Yes,102.25,1593.81,Yes,No,Fiber,No,No,Yes,No,Yes,No,149.43,851.43,3,0,0,Yes,66.48,18.39,5.0,-57.0,334,No
CUST-00062,43,Female,Urban,Married,2,Master,35,Month-to-Month,Credit Card,No,128.42,4305.46,Yes,No,Fiber,No,Yes,Yes,Yes,No,No,290.21,1171.94,8,1,0,No,270.92,43.14,3.0,15.0,292,Yes
CUST-00063,31,Female,Rural,Married,0,High School,62,Two Year,Electronic,No,42.24,2494.59,Yes,No,No,No,No,No,No,No,No,0.0,1795.38,2,1,0,Yes,0.0,0.0,4.0,41.0,27,Yes
CUST-00064,55,Male,Suburban,Single,3,Bachelor,4,Month-to-Month,Bank Transfer,Yes,141.01,550.02,Yes,No,Fiber,Yes,Yes,No,No,No,No,212.58,1988.31,3,1,2,No,144.66,35.91,2.0,36.0,255,Yes
CUST-00065,51,Male,Suburban,Single,1,Master,68,Month-to-Month,Electronic,Yes,88.99,5804.14,Yes,Yes,Fiber,No,Yes,No,No,Yes,No,103.76,1941.66,2,1,0,No,,,4.0,50.0,290,No
CUST-00066,25,Male,Suburban,Single,2,Bachelor,51,Month-to-Month,Mailed Check,No,139.98,7022.17,Yes,Yes,No,No,No,No,No,No,No,0.0,1463.9,1,0,0,No,0.0,0.0,2.0,-44.0,111,Yes
CUST-00067,53,Male,Rural,Married,0,Bachelor,33,Month-to-Month,Bank Transfer,No,47.0,1593.5,Yes,Yes,Fiber,Yes,No,No,No,No,No,212.79,372.13,2,1,0,No,225.64,46.7,1.0,-44.0,239,Yes
CUST-00068,38,Female,Suburban,Single,4,High School,24,Month-to-Month,Mailed Check,Yes,98.59,2417.42,Yes,No,Fiber,Yes,No,Yes,No,Yes,No,8.06,144.05,1,0,1,No,255.68,40.92,5.0,42.0,242,Yes
CUST-00069,73,Male,Urban,Single,4,Bachelor,25,Month-to-Month,Electronic,Yes,72.51,1832.74,No,No,DSL,Yes,No,No,No,No,No,14.08,0.0,0,0,0,No,14.55,3.71,3.0,91.0,152,Yes
CUST-00070,63,Male,Urban,Married,1,PhD,28,Month-to-Month,Electronic,Yes,120.65,3497.25,Yes,No,Fiber,Yes,No,No,No,No,No,235.57,1697.79,2,1,1,No,121.07,19.67,,-94.0,264,Yes
CUST-00071,60,Male,Suburban,Married,2,Master,7,One Year,Credit Card,Yes,98.77,676.31,Yes,Yes,Fiber,No,No,Yes,Yes,Yes,Yes,91.61,1518.09,4,1,0,No,115.94,33.93,5.0,47.0,51,Yes
CUST-00072,73,Female,Suburban,Married,2,Master,36,Month-to-Month,Credit Card,Yes,84.29,3151.17,Yes,No,Fiber,No,No,Yes,No,Yes,No,292.52,631.85,1,1,0,No,180.35,53.49,4.0,91.0,264,No
CUST-00073,45,Male,Suburban,Married,0,High School,10,Month-to-Month,Electronic,No,138.69,1372.91,Yes,Yes,Fiber,No,Yes,No,No,No,No,204.1,1315.65,1,1,0,No,291.94,68.13,4.0,-82.0,53,Yes
CUST-00074,63,Female,Rural,Married,0,High School,36,Month-to-Month,Mailed Check,Yes,69.03,2460.28,Yes,No,No,No,No,No,No,No,No,0.0,700.87,1,0,0,No,0.0,0.0,5.0,33.0,132,No
CUST-00075,61,Female,Rural,Married,2,High School,18,Month-to-Month,Bank Transfer,No,48.6,866.47,No,No,DSL,Yes,Yes,Yes,No,No,No,476.2,0.0,6,2,0,No,10.18,1.55,4.0,78.0,190,No
CUST-00076,65,Female,Urban,Divorced,0,Bachelor,6,Month-to-Month,Bank Transfer,No,99.05,570.43,Yes,No,Fiber,No,No,Yes,No,Yes,Yes,264.37,826.63,1,0,0,No,244.96,49.75,2.0,,123,Yes
CUST-00077,23,Female,Urban,Single,1,High School,7,One Year,Electronic,No,101.12,741.52,Yes,No,Fiber,No,Yes,Yes,No,Yes,Yes,393.69,1835.92,1,1,0,No,280.33,75.77,1.0,92.0,217,Yes
CUST-00078,37,Male,Urban,Married,1,High School,12,Two Year,Bank Transfer,Yes,77.08,891.55,Yes,Yes,Fiber,No,Yes,No,No,Yes,Yes,376.52,544.9,1,3,0,No,115.23,15.78,3.0,-30.0,364,Yes
CUST-00079,48,Male,Suburban,Married,1,Bachelor,41,Two Year,Bank Transfer,Yes,83.26,3359.32,Yes,Yes,No,No,No,No,No,No,No,0.0,1197.46,3,2,0,No,0.0,0.0,2.0,-76.0,321,No
CUST-00080,50,Female,Urban,Single,0,Bachelor,63,Two Year,Credit Card,No,144.74,8953.97,Yes,No,DSL,No,Yes,No,No,Yes,Yes,107.01,785.86,3,1,0,No,54.54,6.27,4.0,,300,No
CUST-00081,61,Female,Urban,Married,1,Bachelor,25,Month-to-Month,Mailed Check,No,115.25,2758.68,Yes,No,DSL,No,No,No,Yes,Yes,Yes,413.66,1359.84,5,0,0,No,41.86,8.43,1.0,50.0,70,Yes
CUST-00082,24,Female,Urban,Single,1,Master,53,Month-to-Month,Electronic,No,34.38,1758.69,Yes,Yes,Fiber,Yes,Yes,Yes,Yes,No,No,452.76,1172.67,2,2,0,No,99.71,27.61,3.0,85.0,213,Yes
CUST-00083,25,Male,Urban,Married,1,Bachelor,33,Month-to-Month,Electronic,Yes,47.58,1498.58,Yes,No,Fiber,No,Yes,No,Yes,No,No,196.38,1855.56,1,2,0,No,176.77,19.17,2.0,-90.0,361,Yes
CUST-00084,26,Male,Urban,Married,2,Master,6,Two Year,Electronic,Yes,146.82,862.66,Yes,Yes,Fiber,No,Yes,Yes,Yes,No,No,156.91,293.06,2,0,1,No,260.83,37.16,3.0,61.0,32,No
CUST-00085,19,Female,Urban,Single,4,Master,62,Month-to-Month,Bank Transfer,No,114.44,7355.47,Yes,Yes,No,No,No,No,No,No,No,0.0,519.22,5,0,0,No,0.0,0.0,4.0,,335,Yes
CUST-00086,34,Male,Suburban,Married,0,Bachelor,66,One Year,Credit Card,Yes,138.96,9023.84,Yes,Yes,DSL,No,No,No,No,No,No,313.82,1556.06,5,0,0,No,79.42,21.06,3.0,65.0,170,No
CUST-00087,69,Male,Urban,Married,3,High School,9,Month-to-Month,Electronic,Yes,59.5,515.37,Yes,No,Fiber,No,Yes,Yes,Yes,Yes,No,190.34,800.69,3,1,1,No,112.94,29.53,3.0,17.0,343,Yes
CUST-00088,62,Male,Urban,Married,0,High School,67,Month-to-Month,Electronic,Yes,116.44,7915.33,Yes,Yes,Fiber,No,Yes,No,No,Yes,No,395.91,414.99,2,0,0,No,190.72,49.02,5.0,13.0,349,Yes
CUST-00089,54,Female,Rural,Married,2,Bachelor,16,Two Year,Electronic,Yes,112.82,1894.77,Yes,Yes,No,No,No,No,No,No,No,0.0,1056.31,6,5,1,Yes,0.0,0.0,4.0,73.0,300,Yes
CUST-00090,59,Male,Rural,Single,1,Bachelor,55,Two Year,Electronic,Yes,58.31,3121.19,Yes,Yes,No,No,No,No,No,No,No,0.0,1339.07,3,2,0,Yes,0.0,0.0,4.0,39.0,290,No
CUST-00091,61,Male,Urban,Married,2,Master,40,Two Year,Credit Card,Yes,91.61,3583.47,Yes,Yes,Fiber,No,No,No,Yes,No,No,271.98,185.17,1,0,1,Yes,69.25,20.56,4.0,-92.0,236,No
CUST-00092,34,Female,Urban,Divorced,2,PhD,26,One Year,Electronic,Yes,101.56,2765.26,Yes,No,Fiber,No,No,Yes,Yes,Yes,No,283.11,654.08,3,0,1,Yes,238.42,71.0,,40.0,336,No
CUST-00093,70,Male,Suburban,Single,1,High School,38,Two Year,Electronic,No,82.55,3036.03,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,412.87,1637.9,1,2,0,Yes,50.35,11.1,1.0,91.0,101,Yes
CUST-00094,55,Female,Urban,Married,1,PhD,35,One Year,Bank Transfer,Yes,127.53,4468.67,Yes,Yes,Fiber,No,Yes,No,Yes,Yes,Yes,228.51,1088.46,3,2,0,Yes,177.63,42.96,2.0,-81.0,9,Yes
CUST-00095,52,Female,Urban,Married,3,Bachelor,68,Two Year,Credit Card,Yes,128.27,8495.47,No,No,Fiber,No,No,No,No,No,Yes,407.29,0.0,1,1,1,Yes,229.71,66.67,4.0,-42.0,40,No
CUST-00096,64,Male,Urban,Married,0,Master,59,Month-to-Month,Bank Transfer,No,130.58,8037.19,No,No,Fiber,No,No,No,No,No,No,155.66,0.0,4,1,1,No,278.5,52.91,3.0,-16.0,125,Yes
CUST-00097,56,Female,Urban,Single,0,High School,14,One Year,Electronic,Yes,124.45,1826.12,Yes,Yes,Fiber,Yes,Yes,No,Yes,Yes,Yes,287.68,1314.37,1,2,0,Yes,210.66,26.83,1.0,49.0,272,Yes
CUST-00098,47,Female,Suburban,Married,0,High School,47,One Year,Credit Card,Yes,83.45,4045.62,Yes,No,Fiber,No,Yes,No,No,No,Yes,104.24,478.78,0,1,0,Yes,218.58,51.1,3.0,-36.0,326,No
CUST-00099,23,Male,Rural,Married,0,Bachelor,71,Month-to-Month,Credit Card,No,69.59,4849.17,Yes,No,Fiber,Yes,Yes,No,No,No,Yes,192.72,1672.04,3,1,0,No,230.35,67.27,2.0,-41.0,10,Yes
CUST-00100,21,Male,Suburban,Divorced,1,Master,72,Two Year,Electronic,No,128.08,9132.68,Yes,No,Fiber,No,Yes,Yes,No,No,No,428.77,1385.49,1,1,2,Yes,115.13,27.57,5.0,24.0,318,No
CUST-00101,68,Female,Suburban,Single,1,High School,42,Two Year,Electronic,Yes,83.73,3425.88,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,107.99,995.62,0,0,0,No,44.04,11.48,3.0,-60.0,194,No
CUST-00102,54,Male,Urban,Divorced,0,High School,51,One Year,Bank Transfer,Yes,52.03,2757.13,Yes,No,DSL,No,Yes,No,No,No,No,405.12,1839.69,3,2,0,No,32.75,6.04,2.0,-20.0,19,Yes
CUST-00103,52,Female,Suburban,Married,0,Master,19,Month-to-Month,Mailed Check,No,85.95,1700.84,Yes,No,DSL,Yes,No,No,No,Yes,No,141.44,844.42,1,3,0,No,92.05,10.98,4.0,72.0,272,No
CUST-00104,74,Female,Urban,Single,2,Master,66,One Year,Electronic,Yes,38.44,2516.49,No,No,No,No,No,No,No,No,No,0.0,0.0,1,0,0,Yes,0.0,0.0,4.0,-97.0,234,Yes
CUST-00105,26,Male,Urban,Married,3,High School,47,Two Year,Electronic,No,109.91,5246.72,Yes,Yes,DSL,No,No,Yes,No,Yes,No,54.97,1356.67,2,1,2,No,94.86,28.13,4.0,-31.0,226,Yes
CUST-00106,23,Female,Suburban,Married,5,Master,65,One Year,Mailed Check,No,63.67,4000.12,Yes,Yes,No,No,No,No,No,No,No,0.0,1189.26,2,0,0,Yes,0.0,0.0,3.0,72.0,226,No
CUST-00107,30,Male,Rural,Single,4,Bachelor,42,Month-to-Month,Electronic,No,53.89,2248.47,Yes,No,DSL,No,Yes,No,No,No,Yes,131.04,736.97,3,0,0,No,99.34,10.17,4.0,85.0,353,Yes
CUST-00108,39,Female,Urban,Single,4,Bachelor,38,One Year,Credit Card,Yes,144.35,5557.28,Yes,No,Fiber,No,No,No,No,Yes,Yes,327.07,752.96,1,0,0,Yes,150.46,43.8,4.0,-18.0,340,No
CUST-00109,45,Male,Rural,Divorced,3,Bachelor,13,Month-to-Month,Mailed Check,Yes,120.99,1554.9,Yes,No,No,No,No,No,No,No,No,0.0,856.6,1,1,0,No,0.0,0.0,3.0,-7.0,271,No
CUST-00110,47,Female,Urban,Divorced,2,Bachelor,44,Two Year,Mailed Check,No,122.32,5305.4,No,No,Fiber,Yes,Yes,No,Yes,Yes,Yes,,0.0,3,0,0,No,170.58,45.59,3.0,50.0,278,Yes
CUST-00111,69,Female,Urban,Single,0,Bachelor,24,Month-to-Month,Credit Card,Yes,101.08,2304.95,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,237.46,1449.46,3,3,0,No,54.7,11.47,5.0,59.0,123,Yes
CUST-00112,53,Female,Urban,Single,2,Bachelor,30,One Year,Electronic,Yes,129.09,3990.62,Yes,No,DSL,Yes,Yes,No,No,Yes,No,201.88,1337.58,1,0,1,Yes,76.37,9.19,2.0,-38.0,194,No
CUST-00113,19,Female,Suburban,Married,0,Bachelor,70,Two Year,Electronic,No,118.69,8631.86,Yes,No,No,No,No,No,No,No,No,0.0,937.48,2,0,1,Yes,0.0,0.0,3.0,-93.0,70,No
CUST-00114,53,Female,Rural,Married,3,Master,38,Month-to-Month,Bank Transfer,Yes,97.84,3892.49,Yes,Yes,Fiber,No,Yes,No,Yes,Yes,No,159.97,855.92,2,0,0,No,299.44,89.68,2.0,19.0,231,No
CUST-00115,25,Male,Suburban,Single,1,Master,23,Month-to-Month,Mailed Check,Yes,144.95,3406.86,Yes,Yes,Fiber,Yes,Yes,No,No,No,Yes,91.66,793.6,0,0,0,No,86.74,9.28,1.0,-16.0,172,Yes
CUST-00116,62,Female,Urban,Divorced,2,Bachelor,57,Month-to-Month,Credit Card,No,44.91,2572.21,No,No,Fiber,No,Yes,No,No,Yes,Yes,182.8,0.0,1,4,0,No,234.18,62.84,3.0,-10.0,202,Yes
